PC1,PC2
4.981807132300306,-0.044645529612704675
-3.1414948714424864,-1.1596580535986858
-6.383805758156357,-10.016866573793545
4.413210753022325,-1.0793085884700968
-1.0087105297380419,6.110660577777425
3.1984147783855503,7.8806053456594025
-7.330770932225384,-0.8170498161365306
2.7927940758718197,4.3596806726920585
7.010343094432375,7.061984745041313
9.986938459619706,1.262263247641732
9.217937517333707,4.865889328138552
8.264692450225288,4.5011941053311295
4.421034548690815,-4.80888904393431
-1.636127697116627,3.5492685772546406
3.952739327896114,7.578135049288984
-3.3438822557434382,-1.4474518029709469
0.4782192985478742,0.9446623683182087
-1.654532495852677,0.836752825345045
-5.686754361593736,5.578243378615747
7.718255141623454,-2.147248397186403
0.8190547774398316,1.5662139919656506
0.34617134401664673,-11.914077570995039
-6.127558506613781,3.6793241621230766
-1.3708101146775513,3.7764097476077505
1.0022384680151133,-2.5452298831957165
2.538125038075381,3.393473204917674
3.4974173783621136,5.095747943270147
1.4427578960349918,-5.715239966337402
-6.052177573330696,-14.307712870319387
-7.121624343400737,-6.849923339320517
-10.22513684228646,-0.10364580303565893
-4.067614510127995,-0.05026990831367883
0.2506416824638854,-3.181848465412683
-5.0087615579044815,-2.465099944199305
-4.483959467356977,4.381512966391803
-0.6772736453079333,-0.13942475657900025
3.7469742548767706,4.583901326838711
5.460036555762031,3.1070321533559384
-5.2656543189994975,-4.686552554531067
-6.126808593682035,5.188530198167304
-5.729691668570266,9.832695129809546
-9.355679903552808,0.26252990117394875
1.681272016492998,3.649886044355495
18.80913795619364,3.3298601038467006
-19.650059051340175,-18.847074207905965
-2.85872131362999,7.400007277563417
-1.111382900495603,0.43241814366365283
1.6126111022856482,0.4783145733393001
-4.052532156680913,-0.8470540842827043
-5.105186224693847,5.608851281114318
8.809557096168914,-13.197226684696725
-3.8832624596994334,-9.161475848079398
-16.446787399690372,2.7730204971746306
2.583863629543076,1.775719512496432
7.253310719703425,-11.570106292114406
30.024943709578906,-7.0942090642303395
1.7186903017206403,-3.8844920851477416
1.3206554662289216,-8.439369924726542
25.171078846808978,-4.389606786025308
6.247016388439134,0.5187916782215785
-9.37876225368481,-2.737576466299353
1.167318131675814,6.887084948397227
-7.44987765375668,4.839916945794822
-6.688534813096774,-1.3392427525714141
-2.5037780669396055,-2.9173110830714095
-4.75286996947777,-4.263184248887158
-12.291113110870455,-7.206071442587904
0.5861623650492781,-3.2955964314473167
-8.779092558874376,-1.9448930146717003
2.70413754037069,4.111914332608931
0.3649086942339908,-1.705913305767236
-4.3776944351227245,2.5554365123286065
-2.66851302674179,9.34222904437741
-1.6061590139432982,6.40087372192719
1.4304759552330601,-9.17312264458311
7.940897245250274,7.230168631677875
3.2315549549034963,3.9011625435158424
-5.718145116859471,-0.10276035537441094
12.334890150172143,1.8098112023504564
10.822556924749902,4.278241350599784
25.643306183353847,-5.079110600782722
-2.0250761610492582,-0.0015483761575513573
2.3230410518235725,0.6309204579629224
-7.566903849048235,-9.249383352951043
-6.864086060296469,1.6403251620573651
1.939274574137052,-3.227709754220655
-4.5916882979167895,9.114189527591035
-15.734673967453963,3.2950099504088355
-2.9694452857948734,5.137098213673006
9.709034446539032,2.3226329899869214
2.9282337120857655,-12.826656133866845
30.024943709578906,-7.0942090642303395
-3.0056294192820627,-1.2013758173721631
1.2785752698276551,1.955000780803223
-4.932579731475285,-1.312737540799294
3.8879428960235383,-9.918217059527967
5.5081213619616065,-6.328884493950395
6.470205402695008,6.3682139222005345
5.094878780129022,3.2841314474021592
5.271879678232236,1.8880420133644649
