PC1,PC2
11.59853768123435,-12.781795476455938
-8.397179421204816,5.0573835076518945
4.011801058224197,-6.7512740818073755
-7.536914354622589,-2.9359933397877636
-1.7605741700636015,-11.186455695750453
-16.98017775174998,3.7676735277817417
24.303849276638935,8.421227641144016
-11.41005931416369,-2.2478190634598545
-4.611332546371931,4.159383173096769
-3.316145602671602,0.3003667562669615
-3.33214889924301,6.027463324474884
-3.765895359232569,9.375948347937126
9.892350062703787,-12.344219736427778
-4.400219427270541,5.386935459385402
-9.290850778130899,2.688630856123678
-8.809833014085388,4.910780169071436
4.975166235290528,3.067948176796884
-5.447242699728907,-3.698134615302126
-9.32075526107478,6.535257544126445
-8.886194046732529,2.731902472087524
-10.691742485026733,6.686692198161092
6.205983610181461,3.315440738147494
-12.049713232290996,1.9472544034146422
-1.4666601601422518,11.09368651774506
-0.16219041958904537,3.4867112594446397
-7.070906716762861,7.159887407809264
12.828530298906877,-8.344033377753194
-2.4783792849253357,-11.12026093303467
-11.006234152678392,-1.4933496184589738
2.4244866240009246,-2.773369718097397
-6.95000694499063,-3.826343342006303
-7.080219218178938,3.60707075592437
-8.753746286738155,5.13487660330471
37.160865960970796,7.713947810062047
7.684976018721226,-1.8748257977077343
-3.5844044585560013,-13.938432337054916
3.9014011584926807,-3.4166371550377668
-13.251291230961565,-1.980084780815488
2.9249478474321244,-0.6569087873970775
-0.5152025780129982,-0.7317772045559071
31.46397151316315,3.174064304518883
-9.369020375046425,0.032327820174058976
-6.433740229693195,6.859058102452936
26.405080472014593,-12.339422803358923
27.614223055137757,17.6290407921492
-6.152223822586153,1.9125085012850673
0.9017429680152573,-2.4217206156565845
1.8324017840816462,1.8992083432563014
-8.92599280220812,3.754054112553802
-6.441301468572102,9.105239689495708
37.16023338393657,20.215449840972582
10.65898781550447,-5.630223067094288
-7.495663710297194,3.0609095550722314
-2.01545006862473,-3.3549241857666208
-4.184905444371188,-6.779386992527459
21.64638805286769,-11.675209701421622
-1.0694027889233744,-5.94849311671296
0.4797917505679361,-6.4102919246915535
11.188994548997995,-11.188729587760337
0.024679431415105414,-4.4111032321744785
-3.8086661208255697,2.2326068446701632
11.322212052242334,-9.441931348932407
6.706649879220399,-9.285167765631213
-12.755740832741669,7.101399861029934
-10.653876521709009,1.0398230350380313
-9.750614340322347,2.500458192932466
-10.829196615481953,6.071615004259486
-8.927501047712358,5.3605854974684215
-2.3218646712944215,-12.335704555653123
-10.398572992128647,3.735024657092832
4.829997546621949,-14.033741632949136
-3.664212162721128,-4.846066209528426
-12.933492695732982,13.290673877979444
-5.037016442153205,2.4306611851259814
2.0778399330534234,-10.991356694919661
-2.645386126909571,9.672815749142643
-3.461136360934719,8.00647079254567
-7.137976131323118,1.327835596212378
-1.2579487116683004,6.394191868862408
